lamar_esquerda: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,109,73,73,73,73,199,199,199,199,199,199,
199,199,199,199,109,109,73,73,73,73,73,199,199,199,199,199,
199,199,199,199,109,73,73,73,73,0,73,73,199,199,199,199,
199,199,199,199,73,73,73,0,9,9,0,0,0,199,199,199,
199,199,0,73,73,73,164,255,0,0,9,9,0,0,199,199,
199,199,0,73,73,164,82,255,9,9,9,9,9,0,0,199,
199,199,0,73,82,82,82,255,0,0,0,0,9,0,0,199,
199,199,199,73,164,164,164,164,0,0,0,0,0,0,0,199,
199,199,0,73,82,164,82,255,0,9,0,0,0,0,0,0,
199,199,0,73,73,82,164,255,9,9,0,9,9,9,0,199,
199,199,0,73,73,73,82,255,0,0,9,9,0,0,199,199,
199,199,199,199,73,73,73,82,0,9,9,0,0,199,199,199,
199,199,199,199,109,73,73,73,73,73,0,73,199,199,199,199,
199,199,199,199,109,109,73,73,73,73,73,199,199,199,199,199,
199,199,199,199,199,109,73,73,73,73,199,199,199,199,199,199,


