moto_direita: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,253,253,82,199,199,199,199,
199,199,199,199,199,199,199,164,164,164,253,253,82,199,199,199,
199,82,82,82,199,199,82,82,82,164,164,82,82,82,199,199,
0,0,82,82,82,82,82,82,82,82,199,82,82,253,253,199,
199,0,0,173,0,246,82,82,82,0,0,173,82,82,82,82,
199,0,0,0,82,246,0,0,0,0,173,0,11,0,199,199,
246,246,246,246,246,246,199,199,199,199,0,173,11,173,0,199,
246,246,246,246,246,199,199,199,199,199,0,173,164,173,0,199,
0,246,246,173,0,199,199,199,199,199,0,173,173,173,0,199,
199,0,0,0,199,199,199,199,199,199,199,0,0,0,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


