lamar_atk_cima: .word 16, 16
.byte 199,199,199,199,199,199,199,109,109,109,109,199,199,199,199,199,
199,199,199,199,0,199,199,199,109,109,109,109,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,0,73,73,199,199,199,
199,199,73,73,0,9,9,0,9,9,0,73,73,199,199,199,
199,73,73,0,0,9,9,0,0,9,0,0,73,73,199,199,
73,73,73,0,9,9,9,0,0,9,9,73,73,73,199,199,
73,73,73,0,9,9,0,0,0,0,9,0,73,73,199,199,
73,73,73,73,0,0,0,0,0,0,0,9,73,73,199,199,
73,73,73,73,0,9,9,0,0,9,0,73,73,73,199,199,
109,109,73,73,73,0,0,0,0,0,73,73,73,199,199,199,
199,109,109,73,73,73,73,73,73,73,73,73,199,199,199,199,
199,199,199,199,0,0,0,199,0,0,0,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


