lamar_baixo: .word 16, 16
.byte 199,199,199,199,199,199,199,199,0,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,199,199,199,199,199,199,
199,199,199,199,0,0,0,0,0,9,0,199,199,199,199,199,
199,199,199,0,0,9,9,0,0,9,0,0,199,199,199,199,
199,199,73,0,9,9,0,0,0,9,9,0,73,199,199,199,
199,73,73,0,9,9,0,0,0,0,9,9,0,73,199,199,
73,73,0,9,0,9,0,0,9,9,0,9,73,73,73,199,
73,73,73,9,0,9,0,0,0,9,0,0,73,73,73,199,
73,73,73,0,255,255,255,164,255,255,255,82,73,73,73,199,
73,73,73,73,164,82,82,164,82,164,82,73,73,73,73,199,
109,109,73,73,73,164,82,164,164,82,73,73,73,109,109,199,
199,109,109,73,73,73,82,164,82,73,73,73,109,109,199,199,
199,199,199,199,73,73,73,73,73,73,73,199,199,199,199,199,
199,199,199,199,0,0,0,199,0,0,0,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


